지역,매장명,주소,전화번호
서울특별시,오금역점,"서울시 송파구 오금로 306, 가락스타클래스 111호",02-2043-8500
경상북도,영주하망동점,경상북도 영주시 영주로 231(하망동 345-30),054-633-6788
서울특별시,영등포신세계점,서울시 영등포구 영중로 5,02-2635-4320
서울특별시,연신내역점,"서울시 은평구 연서로29길 6, 1층",02-389-2682
서울특별시,역삼역GS점,"서울시 강남구 봉은사로30길 73, 1층",02-565-0410
서울특별시,은평초교점,"서울시 은평구 은평로 235, 1층",02-353-1082
서울특별시,월곡역점,"서울시 성북구 화랑로 91, 1층",02-6369-2666
서울특별시,원효용문시장점,서울특별시 용산구 새창로 132,02-6223-3994
강원도,원주중앙1호점,"강원도 원주시 무실로12번길 31, 1층",033-748-7787
강원도,원주장미공원점,"강원도 원주시 장미공원길 32, G2타워 101",033-747-8900
강원도,원주단구GS점,"강원도 원주시 남원로534번길 20, 1층",033-762-3123
전라북도,원광대점,"전라북도 익산시 무왕로4길 4, 1층",063-852-5089
울산광역시,울산일산점,"울산시 동구 일산진11길 23, 1층",052-252-9002
울산광역시,울산삼산현대점,울산광역시 남구 돋질로 302번길 17,070-7743-0410
서울특별시,우장산역점,"서울시 강서구 강서로 245, 1층",02-2601-1119
경기도,용인죽전누리점,"경기도 용인시 기흥구 죽전로 20, 108호(보정동, 누리애뜰상가)",031-898-0933
인천광역시,인천굴포천역점,"인천 부평구 길주로647번길 20, 삼성프라자 101호",032-519-6536
인천광역시,인천구월아시아점,"인천광역시 남동구 인하로 607, 모아프라자 106호",032-464-9289
인천광역시,인천구월NC점,"인천광역시 남동구 인하로 497-9, 1층 101호(구월동, 신현프라자)",032-433-3600
인천광역시,인천구월CGV점,"인천광역시 남동구 예술로 198, CGV 홈플러스 1층",032-446-0410
인천광역시,인천간석벽산점,"인천시 남동구 호구포로 921, 청산빌딩 101호",032-432-0410
인천광역시,인천가좌한신점,"인천시 서구 장고개로337번길 16, 한신휴플러스상가 401-117",032-577-9185
경상남도,인제대점,"경상남도 김해시 인제로 187, 1층",055-324-4748
경기도,인덕원역우정점,"경기도 안양시 동안구 관악대로 480, 우정빌딩 104",031-422-1102
전라북도,익산영등제일점,"전라북도 익산시 고봉로30길 4, 1층",063-831-0030
경기도,의정부센트럴점,"경기도 의정부시 시민로 80, 센트럴타워 A-110호",031-870-2230
경기도,의정부로데오점,"경기도 의정부시 호국로1298번길 77, 1층",031-848-6869
경기도,의정민락위드점,경기도 의정부시 오목로205번길 22,031-851-5929
경기도,의왕계원예대점,"경기도 의왕시 계원대학로 40, 1층",031-421-0447
서울특별시,응암역이마트점,"서울시 은평구 은평로 101, 1층",02-6408-6603
서울특별시,잠실새내점,"서울시 송파구 백제고분로7길 45, 1층",02-420-8838
경기도,일산후곡9단지점,"경기도 고양시 일산서구 일산로 559, 성일빌딩1층",031-922-5999
경기도,일산주엽역점,"경기도 고양시 일산서구 강성로 121, 일산삼회프라자 113",031-924-5894
경기도,일산라페스타점,"경기도 고양시 일산동구 무궁화로 31-2, 풍성프라자 108",031-926-3471
경기도,일산동구청점,경기도 고양시 일산동구 정발산로 38 이스턴시티 122호,031-932-1994
인천광역시,인하대점,인천광역시 인하로77번길 29,032-872-6555
인천광역시,인천청라진영점,"인천시 서구 청라라임로 71, 진영메디피아 1층",070-8211-0074
인천광역시,인천차이나타운점,"인천시 중구 차이나타운로 24-2, 1층",032-777-2891
인천광역시,인천연수점,인천광역시 연수구 먼우금로188번길 12,032-812-1219
인천광역시,인천신포시장점,인천광역시 중구 신포동 64-3,032-762-1788
인천광역시,인천신기시장점,"인천시 남구 인하로 259, 1층",032-876-9910
인천광역시,인천송도점,"인천광역시 연수구 컨벤시아대로 81, 드림시티 1층",032-858-0410
인천광역시,인천서창e편한점,"인천시 남동구 서창남로 50, 1층",032-466-5384
인천광역시,인천모래내시장점,"인천광역시 남동구 구월로 268, 1층 103호",032-464-5219
인천광역시,인천만수1호점,인천광역시 남동구 만수로 59,032-246-2207
인천광역시,인천라피에스타점,"인천시 남동구 논고개로 61, 라피에스타 168호",032-435-7955
인천광역시,인천동암역북부점,"인천광역시 부평구 열우물로 39, 1층",032-424-7837
인천광역시,인천논현역점,"인천광역시 남동구 논고개로 93, 1층 109호(논현동, 보미리즌텔)",0507-1307-3147
인천광역시,인천논현역2호점,"인천시 남동구 논고개로123번길 17, 아이플렉스 134-1호",032-426-0207
인천광역시,인천남동초교점,"인천시 남동구 장승남로 41, 101호",032-463-1343
충청북도,제천중앙로점,"충청북도 제천시 의림대로14길 2, 1층",043-651-7111
제주도,제주중앙여고점,제주특별자치도 제주시 남광로2길 43-13,070-8814-6545
제주도,서귀포시청점,제주특별자치도 서귀포시 중앙로 109. 1층,064-762-6451
제주도,제주삼화부영점,"제주도 제주시 화삼북로 135, 1층",064-723-5479
제주도,제주대학로점,"제주도 제주시 광양8길 12-1, 1층",070-4010-2808
제주도,제주노형뜨란채점,제주특별자치도 제주시 수덕로 41 (1층),064-711-5538
경기도,정왕역점,"경기도 시흥시 마유로 418번길 10, 104호",031-433-7714
서울특별시,정릉시장점,"서울특별시 성북구 보국문로 50, 1층",070-4151-0229
전라북도,전주서신롯데점,"전라북도 전주시 완산구 새터로 122-23, 1층",063-251-8989
전라북도,전주객사1호점,"전라북도 전주시 완산구 전주객사5길 44-6, 1층",063-283-2911
전라북도,전북도청타운점,"전라북도 전주시 완산구 홍산중앙로 33, O&J빌딩 102",063-223-1021
전라북도,전북대1호점,"전라북도 전주시 덕진구 권삼득로 301, 1층",063-272-3235
광주광역시,전남대후문점,"광주시 북구 우치로90번길 16, 1층",062-261-9228
서울특별시,장한평역점,"서울시 동대문구 천호대로85길 7, 1층",02-2216-0410
서울특별시,잠실장미상가점,"서울시 송파구 올림픽로35길 104, 잠미종합상가 A상가 110호",02-419-4999
서울특별시,잠실역지하도점,서울시 송파구 올림픽로 265 잠실역지하쇼핑센터 B-12호,02-413-2016
충청남도,천안쌍용월봉점,"충청남도 천안시 서북구 월봉로 84, 월봉메디컬빌딩 105호",041-576-5858
충청남도,천안신부점,충남 천안시 동남구 먹거리 11길 40,041-522-9052
충청남도,천안두정중앙점,"충청남도 천안시 서북구 두정로 166, 1층",041-562-5552
충청남도,천안구성점,"충청남도 천안시 동남구 충절로 292, 1층",041-567-5858
경상남도,창원합성1호점,경남 창원시 마산회원구 합성남7길 6 (합성동),055-297-2237
경상남도,창원상남시장점,"경상남도 창원시 성산구 마디미로 39, 1층",055-281-3715
경상남도,창원메트로시티점,"경상남도 창원시 마산회원구 삼호로 80, 메트로시티상가 B동 1층",055-251-0266
경상남도,진주로데오점,"경상남도 진주시 촉석로186번길 6, 1층",055-790-9388
경상남도,진주경상대1호점,"경상남도 진주시 진주대로 516번길 6-1, 1층/2층(103호/ 201호)",055-757-1236
서울특별시,중랑역동부시장점,"서울시 중랑구 망우로32길 14, 1층",02-432-1077
서울특별시,중계은행사거리점,"서울시 노원구 한글비석로 235, 1층",02-932-0410
인천광역시,주안역점,"인천 미추홀구 주안로 100, 1층",032-423-4262
서울특별시,종암사거리점,"서울시 성북구 종암로 132, 우림카이저팰리스 상가 111호",02-998-8934
서울특별시,종로관철점,"서울시 종로구 종로10길 21,1층",02-720-0102
경기도,평택이충점,"경기도 평택시 이충로35번길 22, 뜨란프라자 102호",031-668-9007
경기도,평택소사벌1호점,"경기도 평택시 평남로 929, 1층 107호(비전동,우리타워)",031-618-1518
경기도,평택로데오점,경기도 평택시 평택2로 10번길 34 (평택동),031-651-7877
경기도,평촌역금강점,"경기도 안양시 동안구 시민대로 311, 금강스마트빌딩 1층",031-346-0272
경기도,평촌CGV점,"경기도 안양시 동안구 관평로170번길 33, 1층",031-388-5020
경기도,평내호평역점,"경기도 남양주시 늘을2로 32, 호평프라자 113호",031-559-5455
경기도,판교유스페이스점,"경기도 성남시 분당구 대왕판교로 660, 유스페이스 1층 134호",031-628-1789
경기도,파주금릉역점,"경기도 파주시 금빛로 24, 1층 우평프라자 105호",031-944-1917
경상남도,통영시립도서관점,경상남도 통영시 무전3길 14,055-643-7913
제주도,탐라도서관점,"제주도 제주시  노형6길 27, 1층",064-625-3100
충청북도,충북대중문점,"충청북도 청주시 서원구 내수동로 101, 1~2층",043-266-1007
대전광역시,충남대후문점,대전시 유성구 궁동로18번길 37,042-826-1131
강원도,춘천석사CGV점,"강원도 춘천시 지석로 85, 강남프라자 101호",033-261-8701
강원도,춘천명동점,"강원특별자치도 춘천시 중앙로67번길 18 (죽림동, 브라운가) 1층 제1105호",033-242-0410
충청북도,청주중앙공원점,"충청북도 청주시 상당구 상당로59번길 13, 1층",043-225-1122
서울특별시,천호역롯데점,"서울시 강동구 천호옛길 94, 1층",02-474-0410
서울특별시,천호역로데오점,"서울시 강동구 올림픽로70길 57, 1층",02-477-0066
경기도,화정역점,"경기도 고양시 덕양구 화신로272번길 58, 1층 107호",031-973-6310
경기도,화성삼성점,"경기도 화성시 효행로 1289, 일동 1층 일부호(반월동)",031-225-7773
경기도,화성병점점,"경기도 화성시 효행로 1028, 섬성프라자 1층",031-225-0990
서울특별시,홍제삼거리점,"서울시 서대문구 통일로 426, 1층",02-732-0410
충청남도,홍성로데오점,충청남도 홍성군 홍성읍 아문길29번길 56 (오관리) 1층,041-631-1627
서울특별시,홍대입구점,서울 마포구 와우산로23길 44 (서교동) 1층,0507-2093-3429
부산광역시,해운대역리베라점,부산광역시 해운대구 구남로29번길 32,051-743-5004
서울특별시,한티역점,"서울시 강남구 도곡로 405, 1층",02-501-7750
서울특별시,한양대점,"서울시 성동구 마조로 21, 1층",02-2297-3234
경상북도,포항죽도시장점,경상북도 포항시 중앙로 256-3,054-246-1508
경기도,포천송우중앙점,"경기 포천시 소흘읍 송우로 80, 황금프라자 , 1층",031-543-3255
경기도,시흥거모점,경기도 시흥시 군자로 517-1,031-508-0159
서울특별시,등촌성당점,"서울특별시 강서구 공항대로41길 51, 세신그린코아 101호",02-3663-4067
서울특별시,남대문시장점,서울시 중구 퇴계로 37,02-772-9750
경기도,시흥대야롯데점,경기도 시흥시 비둘기공원7길 51,031-312-7093
대구광역시,대구침산점,대구광역시 북구 침산로 168,053-242-1252
충청북도,청주성안롯데점,"충청북도 청주시 상당구 성안로 13, 씨유멀티플렉스 1004호",043-221-5991
제주도,제주제원점,제주도 제주시 신광로 56,064-747-2451
충청남도,천안성정롯데점,충청남도 천안시 서부3길 77,041-565-5800
세종특별자치시,세종시정부청사점,세종특별자치시 도움8로 11-11,044-866-7563
경기도,파주교하중앙점,경기도 파주시 청석로 262,031-945-3354
서울특별시,마곡역GMG점,강서구 마곡중앙6로 16 마곡지엠지타워 1층,02-2061-4246
서울특별시,서울숲역점,서울 성동구 왕십리로 100,02-499-8242
충청북도,청주가경골드점,"충청북도 청주시 흥덕구 가경로 9-22, 골드프라자 108호",043-232-1860
충청남도,당진문예의전당점,"충청남도 당진시 시청1로 77, 1층",041-357-7947
서울특별시,명지대점,서울특별시 서대문구 거북골로 19,02-302-4495
서울특별시,면목역점,"서울시 중랑구 겸재로 178, 1층",02-6014-5368
경기도,광주태전점,경기도 광주시 고불로 56,031-797-9721
서울특별시,고속터미널지하점,서울시 서초구 신반포로 188 고속터미널 지하 5호매장,02-594-0410
대전광역시,대전관저중앙점,대전광역시 서구 관저로 157,042-541-0773
대전광역시,대전중앙로지하점,"대전시 중구 중앙로 지하145, 중앙로지하상가 C구역 가열 14호",042-242-9090
경기도,야탑역대덕점,경기 성남시 분당구 성남대로 926번길 6 야탑대덕프라자 1층,031-701-5221
인천광역시,인천옥련점,인천광역시 연수구 독배로 35 106호,032-833-5298
서울특별시,망원시장점,서울특별시 마포구 월드컵로13길 34,02-332-2740
경기도,수원역전시장점,"경기도 수원시 팔달구 덕영대로 931-1, 1층",031-252-0330
경기도,화성수원대점,경기 화성시 봉담읍 와우로 108,031-224-2238
경기도,시흥월곶점,경기도 시흥시 월곶동 1014-3 101호,031-404-7316
